,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
1162,Ahmedabad,2018-03-08,88.85,,46.93,147.44,109.62,,46.93,82.23,67.24,13.08,69.23,13.24,520.0,Severe
1163,Ahmedabad,2018-03-09,111.68,,41.3,119.71,108.46,,41.3,94.48,53.57,17.49,68.66,16.0,1171.0,Severe
1164,Ahmedabad,2018-03-10,114.06,,52.37,131.09,118.44,,52.37,82.54,56.94,56.27,107.66,25.67,1332.0,Severe
1165,Ahmedabad,2018-03-11,116.93,,31.48,118.96,104.3,,31.48,98.31,53.2,24.48,128.41,25.34,1260.0,Severe
1166,Ahmedabad,2018-03-12,84.19,,51.41,136.64,105.02,,51.41,101.89,50.69,21.27,63.94,9.42,708.0,Severe
1167,Ahmedabad,2018-03-13,98.53,,70.03,101.27,105.37,,70.03,82.76,38.63,14.37,58.25,11.7,1108.0,Severe
1168,Ahmedabad,2018-03-14,84.16,,17.12,91.61,57.46,,17.12,72.88,24.38,13.56,35.06,6.01,761.0,Severe
1169,Ahmedabad,2018-03-15,71.82,,37.72,77.57,75.31,,37.72,59.98,46.07,15.85,41.29,8.02,541.0,Severe
1170,Ahmedabad,2018-03-16,80.51,,80.75,83.56,104.64,,80.75,45.11,36.86,19.32,76.59,13.9,1274.0,Severe
1171,Ahmedabad,2018-03-17,133.48,,54.16,112.13,95.12,,54.16,93.54,45.02,14.09,54.92,9.61,1241.0,Severe
1172,Ahmedabad,2018-03-18,116.54,,45.17,140.86,103.35,,45.17,118.35,10.65,11.53,66.97,9.89,1210.0,Severe
1173,Ahmedabad,2018-03-19,98.49,,17.14,87.62,55.53,,17.14,56.14,,7.12,31.65,5.03,301.0,Very Poor
1174,Ahmedabad,2018-03-20,160.68,,14.93,97.06,58.49,,14.93,51.32,59.78,7.58,39.23,4.58,549.0,Severe
1175,Ahmedabad,2018-03-21,102.05,,15.35,81.15,51.04,,15.35,57.4,47.29,0.99,7.55,6.0,414.0,Severe
1176,Ahmedabad,2018-03-22,100.33,,9.58,92.44,52.24,,9.58,37.78,60.16,0.74,5.89,3.79,484.0,Severe
1177,Ahmedabad,2018-03-23,99.73,,30.04,152.23,96.68,,30.04,75.71,62.24,0.74,6.68,3.21,577.0,Severe
1178,Ahmedabad,2018-03-24,104.22,,39.51,142.95,118.86,,39.51,72.1,52.74,0.74,5.81,3.21,862.0,Severe
1179,Ahmedabad,2018-03-25,109.8,,30.62,132.61,87.54,,30.62,99.72,57.77,0.74,5.81,3.21,889.0,Severe
1180,Ahmedabad,2018-03-26,124.44,,42.25,147.48,125.33,,42.25,119.98,51.56,0.74,5.81,3.21,1001.0,Severe
1181,Ahmedabad,2018-03-27,180.27,,63.29,156.21,132.31,,63.29,118.43,50.27,7.21,31.9,6.99,1156.0,Severe
1182,Ahmedabad,2018-03-28,138.6,,13.28,93.81,55.67,,13.28,116.67,55.1,12.15,41.59,6.18,691.0,Severe
1183,Ahmedabad,2018-03-29,139.21,,61.15,148.06,117.86,,61.15,103.12,63.73,16.49,48.57,8.29,308.0,Very Poor
1184,Ahmedabad,2018-03-30,154.09,,51.8,101.12,94.39,,51.8,111.55,48.08,17.66,60.63,10.61,965.0,Severe
1185,Ahmedabad,2018-03-31,121.0,,14.95,93.59,56.81,,14.95,119.43,50.94,9.17,34.15,4.39,1434.0,Severe
1186,Ahmedabad,2018-04-01,80.56,,44.37,126.32,95.06,,44.37,118.21,52.22,10.26,49.38,7.55,579.0,Severe
1187,Ahmedabad,2018-04-02,103.75,,22.81,98.54,65.46,,22.81,117.34,50.17,11.45,56.31,8.65,1034.0,Severe
1188,Ahmedabad,2018-04-03,75.68,,10.93,70.57,42.58,,10.93,106.94,68.45,8.15,32.62,4.76,498.0,Severe
1189,Ahmedabad,2018-04-04,62.83,,21.11,68.69,49.24,,21.11,67.09,71.3,9.24,29.75,5.67,265.0,Poor
1190,Ahmedabad,2018-04-05,104.23,,40.3,69.08,63.98,,40.3,19.21,42.57,15.3,42.19,8.47,740.0,Severe
1191,Ahmedabad,2018-04-06,91.04,,5.88,64.6,35.89,,5.88,74.09,29.65,7.72,23.75,3.88,856.0,Severe
1192,Ahmedabad,2018-04-07,90.13,,15.24,81.38,51.07,,15.24,73.62,73.07,8.88,32.62,5.49,304.0,Very Poor
1193,Ahmedabad,2018-04-08,160.43,,19.45,65.53,46.48,,19.45,49.95,55.47,11.37,31.65,4.75,657.0,Severe
1194,Ahmedabad,2018-04-09,94.55,,20.11,58.27,43.43,,20.11,51.53,57.33,3.6,24.02,3.49,403.0,Severe
1195,Ahmedabad,2018-04-10,124.59,,30.88,67.31,55.88,,30.88,82.97,27.52,9.43,37.02,3.85,596.0,Severe
1196,Ahmedabad,2018-04-11,92.5,,18.14,61.82,43.69,,18.14,77.85,22.98,7.83,26.62,3.21,392.0,Very Poor
1197,Ahmedabad,2018-04-12,86.29,,16.35,60.84,41.88,,16.35,82.34,31.03,6.17,25.77,3.63,414.0,Severe
1198,Ahmedabad,2018-04-13,104.21,,22.52,72.51,52.07,,22.52,65.42,39.14,10.93,36.5,7.05,442.0,Severe
1199,Ahmedabad,2018-04-14,88.5,,26.61,60.36,49.28,,26.61,3.3,32.95,10.73,32.52,5.64,438.0,Severe
1200,Ahmedabad,2018-04-15,84.47,,23.17,61.41,47.25,,23.17,3.3,45.89,7.15,33.77,4.58,561.0,Severe
1201,Ahmedabad,2018-04-16,73.54,,29.4,62.95,52.65,,29.4,3.3,,9.83,39.22,5.94,660.0,Severe
1202,Ahmedabad,2018-04-17,53.89,,31.91,58.22,52.21,,31.91,18.91,60.58,2.32,14.65,3.73,616.0,Severe
1203,Ahmedabad,2018-04-18,60.08,,48.77,47.34,60.53,,48.77,22.65,51.62,6.72,30.49,6.85,855.0,Severe
1204,Ahmedabad,2018-04-19,53.13,,12.2,44.61,30.87,,12.2,94.03,36.42,4.19,20.03,4.64,633.0,Severe
1205,Ahmedabad,2018-04-20,71.3,,7.93,35.8,23.38,,7.93,63.28,34.83,0.74,6.61,3.21,274.0,Poor
1206,Ahmedabad,2018-04-21,37.9,,4.96,31.24,18.93,,4.96,16.31,34.76,0.74,15.2,3.21,210.0,Poor
1207,Ahmedabad,2018-04-22,78.18,,20.3,71.56,50.06,,20.3,51.41,10.44,6.65,35.04,5.1,478.0,Severe
1208,Ahmedabad,2018-04-23,56.35,,25.34,86.03,60.88,,25.34,15.96,77.4,7.94,40.35,8.15,465.0,Severe
1209,Ahmedabad,2018-04-24,59.66,,47.44,77.68,77.3,,47.44,26.01,63.51,11.44,63.31,9.05,836.0,Severe
1210,Ahmedabad,2018-04-25,114.6,,42.76,36.29,49.36,,42.76,22.99,56.47,9.97,51.66,10.88,1235.0,Severe
1211,Ahmedabad,2018-04-26,74.48,,9.84,51.25,32.34,,9.84,48.6,37.97,5.49,26.4,3.76,525.0,Severe
1212,Ahmedabad,2018-04-27,81.11,,25.37,48.95,42.76,,25.37,40.55,26.21,8.55,37.83,5.85,525.0,Severe
1213,Ahmedabad,2018-04-28,100.39,,10.39,42.83,28.5,,10.39,42.89,30.16,5.91,23.33,3.34,650.0,Severe
1214,Ahmedabad,2018-04-29,39.97,,7.15,32.39,19.83,,7.15,30.7,36.08,2.62,15.35,3.21,219.0,Poor
1215,Ahmedabad,2018-04-30,53.61,,16.93,37.01,19.98,,16.93,51.64,16.92,6.99,21.11,2.51,328.0,Very Poor
1216,Ahmedabad,2018-05-01,63.06,,13.88,28.22,24.09,,13.88,69.46,25.88,9.26,28.44,0.65,351.0,Very Poor
1217,Ahmedabad,2018-05-02,46.17,,10.7,30.48,22.85,,10.7,51.35,27.9,6.65,28.04,0.65,286.0,Poor
1218,Ahmedabad,2018-05-03,61.24,,14.21,35.33,27.84,,14.21,82.15,9.69,8.99,32.13,0.65,337.0,Very Poor
1219,Ahmedabad,2018-05-04,41.81,,8.66,27.69,19.91,,8.66,36.92,,5.04,23.67,0.65,249.0,Poor
1220,Ahmedabad,2018-05-05,55.09,,15.63,33.93,28.21,,15.63,57.46,,15.19,32.95,1.79,376.0,Very Poor
1221,Ahmedabad,2018-05-06,65.54,,13.95,36.07,27.95,,13.95,87.14,,11.0,31.53,0.65,415.0,Severe
1222,Ahmedabad,2018-05-07,41.04,,7.56,28.36,19.48,,7.56,54.07,,5.02,20.38,0.65,228.0,Poor
1223,Ahmedabad,2018-05-08,49.71,,9.59,28.6,21.11,,9.59,53.54,34.54,7.95,26.87,0.65,266.0,Poor
1224,Ahmedabad,2018-05-09,44.75,,10.25,28.9,21.64,,10.25,65.8,28.02,7.63,26.17,1.04,257.0,Poor
1225,Ahmedabad,2018-05-10,45.84,,26.72,29.72,34.15,,26.72,61.44,35.85,13.84,45.8,4.61,409.0,Severe
1226,Ahmedabad,2018-05-11,76.36,,8.33,33.82,22.72,,8.33,96.8,51.0,7.07,30.0,0.65,524.0,Severe
1227,Ahmedabad,2018-05-12,44.79,,7.28,32.12,21.1,,7.28,74.84,37.9,6.22,30.82,0.65,222.0,Poor
1228,Ahmedabad,2018-05-13,50.16,,13.86,28.17,24.09,,13.86,80.78,28.52,7.5,31.48,0.65,332.0,Very Poor
1229,Ahmedabad,2018-05-14,49.07,,8.51,30.74,21.34,,8.51,88.3,27.48,6.89,31.88,0.65,272.0,Poor
1230,Ahmedabad,2018-05-15,46.06,,7.07,27.6,18.74,,7.07,59.55,32.54,5.54,27.16,0.65,232.0,Poor
1231,Ahmedabad,2018-05-16,52.82,,9.88,28.48,21.26,,9.88,73.73,27.07,6.94,29.35,0.96,247.0,Poor
1232,Ahmedabad,2018-05-17,53.39,,6.91,30.28,19.9,,6.91,56.45,31.93,6.21,32.04,0.82,254.0,Poor
1233,Ahmedabad,2018-05-18,59.44,,6.67,31.77,20.48,,6.67,86.73,38.54,5.65,31.0,0.65,236.0,Poor
1234,Ahmedabad,2018-05-19,71.01,,7.69,38.17,24.36,,7.69,106.62,24.78,9.05,35.54,0.93,273.0,Poor
1235,Ahmedabad,2018-05-20,59.98,,8.89,31.95,22.22,,8.89,97.46,,7.68,31.62,0.87,273.0,Poor
1236,Ahmedabad,2018-05-21,50.7,,8.58,33.44,22.69,,8.58,27.74,59.94,6.92,32.76,0.65,256.0,Poor
1237,Ahmedabad,2018-05-22,69.87,,6.96,34.82,22.14,,6.96,16.35,40.76,8.23,32.22,0.65,217.0,Poor
1238,Ahmedabad,2018-05-23,61.53,,10.41,42.53,28.52,,10.41,17.94,48.3,9.75,38.71,1.37,291.0,Poor
1239,Ahmedabad,2018-05-24,67.03,,10.37,38.68,26.61,,10.37,21.21,32.34,9.79,33.02,0.65,314.0,Very Poor
1240,Ahmedabad,2018-05-25,43.37,,20.03,35.01,32.02,,20.03,56.38,40.07,8.28,43.42,3.43,355.0,Very Poor
1241,Ahmedabad,2018-05-26,60.05,,22.86,40.83,36.98,,22.86,95.07,33.52,16.03,50.15,4.78,587.0,Severe
1242,Ahmedabad,2018-05-27,56.93,,10.46,30.45,22.62,,10.46,102.66,37.12,6.98,33.54,0.87,535.0,Severe
1243,Ahmedabad,2018-05-28,44.14,,18.18,18.82,24.15,,18.18,109.33,31.1,5.48,30.25,0.65,366.0,Very Poor
1244,Ahmedabad,2018-05-29,69.0,,25.24,7.32,21.03,,25.24,131.7,,4.74,30.99,0.65,404.0,Severe
1245,Ahmedabad,2018-05-30,43.53,,17.41,58.56,25.49,,17.41,56.99,20.24,4.3,28.74,1.97,,
1246,Ahmedabad,2018-05-31,16.63,,14.05,73.8,42.09,,14.05,62.47,19.51,4.46,28.21,0.88,,
1247,Ahmedabad,2018-06-01,78.16,,18.21,55.31,40.57,,18.21,59.64,15.87,5.1,30.68,0.65,355.0,Very Poor
1248,Ahmedabad,2018-06-02,83.27,,15.82,50.38,36.38,,15.82,46.16,18.23,6.38,27.68,0.65,338.0,Very Poor
1249,Ahmedabad,2018-06-03,63.79,,14.35,48.44,34.34,,14.35,56.5,,5.66,23.81,0.65,351.0,Very Poor
1250,Ahmedabad,2018-06-04,50.27,,9.53,46.15,29.62,,9.53,43.76,,4.93,23.3,0.65,280.0,Poor
1251,Ahmedabad,2018-06-05,51.54,,13.48,51.04,34.95,,13.48,37.58,6.9,5.61,31.16,0.65,297.0,Poor
1252,Ahmedabad,2018-06-06,54.35,,11.58,50.45,33.25,,11.58,49.66,14.85,5.31,25.54,0.65,319.0,Very Poor
1253,Ahmedabad,2018-06-07,53.59,,10.18,45.53,29.81,,10.18,59.53,17.93,4.73,22.97,0.65,247.0,Poor
1254,Ahmedabad,2018-06-08,55.77,,13.06,45.87,32.12,,13.06,44.42,13.14,5.04,23.88,0.65,321.0,Very Poor
1255,Ahmedabad,2018-06-09,63.58,,13.97,43.32,31.56,,13.97,63.59,5.08,6.97,29.52,0.65,319.0,Very Poor
1256,Ahmedabad,2018-06-10,103.08,,16.31,59.19,39.35,,16.31,53.73,,9.25,31.08,2.75,345.0,Very Poor
1257,Ahmedabad,2018-06-11,78.25,,24.41,35.12,35.35,,24.41,44.25,14.76,4.86,44.1,1.03,492.0,Severe
1258,Ahmedabad,2018-06-12,77.84,,35.49,31.88,42.03,,35.49,44.19,21.0,7.51,65.42,1.39,491.0,Severe
1259,Ahmedabad,2018-06-13,69.99,,39.53,43.61,50.77,,39.53,30.82,21.49,7.39,57.46,0.72,503.0,Severe
1260,Ahmedabad,2018-06-14,78.7,,43.78,42.9,53.6,,43.78,31.43,20.06,8.43,59.55,1.17,523.0,Severe
1261,Ahmedabad,2018-06-15,59.96,,43.3,36.48,50.1,,43.3,34.88,17.65,8.2,63.22,0.84,539.0,Severe
1262,Ahmedabad,2018-06-16,48.27,,38.0,36.24,46.04,,38.0,34.93,18.73,6.47,60.4,1.3,492.0,Severe
1263,Ahmedabad,2018-06-17,44.81,,41.38,35.46,48.18,,41.38,37.6,,5.08,62.54,0.94,513.0,Severe
1264,Ahmedabad,2018-06-18,55.21,,39.11,35.74,46.62,,39.11,39.57,,4.61,64.19,0.96,497.0,Severe
1265,Ahmedabad,2018-06-19,40.89,,29.34,44.16,43.44,,29.34,31.95,,4.36,62.59,0.8,433.0,Severe
1266,Ahmedabad,2018-06-20,41.59,,35.38,49.96,50.77,,35.38,43.99,,4.88,66.45,1.15,484.0,Severe
1267,Ahmedabad,2018-06-21,39.02,,33.35,49.53,49.05,,33.35,40.84,,4.85,66.65,1.88,471.0,Severe
1268,Ahmedabad,2018-06-22,33.5,,38.95,49.55,53.24,,38.95,41.5,,4.28,67.57,1.39,502.0,Severe
1269,Ahmedabad,2018-06-23,39.42,,35.54,51.25,51.52,,35.54,47.27,,4.0,65.57,1.1,495.0,Severe
1270,Ahmedabad,2018-06-24,46.84,,65.72,54.72,73.09,,65.72,36.48,23.07,9.31,78.82,13.73,486.0,Severe
1271,Ahmedabad,2018-06-25,51.63,,44.96,43.38,54.71,,44.96,27.32,,7.05,64.39,2.56,524.0,Severe
1272,Ahmedabad,2018-06-26,38.12,,40.63,45.66,52.59,,40.63,26.76,,6.64,58.54,0.65,556.0,Severe
1273,Ahmedabad,2018-06-27,27.79,,37.69,41.59,48.41,,37.69,39.2,13.74,6.64,55.54,1.1,508.0,Severe
1274,Ahmedabad,2018-06-28,36.27,,25.63,45.79,41.46,,25.63,54.98,10.53,7.39,39.1,5.67,413.0,Severe
1275,Ahmedabad,2018-06-29,76.41,,26.44,53.18,45.67,,26.44,43.42,2.05,6.07,43.73,1.54,421.0,Severe
1276,Ahmedabad,2018-06-30,62.72,,21.89,50.49,40.97,,21.89,22.02,0.72,7.76,21.06,2.85,400.0,Very Poor
1277,Ahmedabad,2018-07-01,48.12,,19.06,61.63,44.28,,19.06,24.98,0.91,4.82,21.34,1.19,361.0,Very Poor
1278,Ahmedabad,2018-07-02,36.8,,21.07,53.33,41.74,,21.07,24.97,1.16,5.02,33.98,1.11,385.0,Very Poor
1279,Ahmedabad,2018-07-03,41.37,,25.53,38.1,37.64,,25.53,18.91,1.08,4.73,42.94,0.65,428.0,Severe
1280,Ahmedabad,2018-07-04,302.08,,27.2,28.1,34.0,,27.2,46.94,0.88,5.26,43.43,0.65,440.0,Severe
1281,Ahmedabad,2018-07-05,37.15,,34.33,58.02,53.92,,34.33,34.41,1.04,7.62,47.28,5.26,510.0,Severe
1282,Ahmedabad,2018-07-06,59.76,,29.58,57.8,50.27,,29.58,17.67,2.02,6.57,44.61,0.8,513.0,Severe
1283,Ahmedabad,2018-07-07,71.94,,17.35,98.32,60.91,,17.35,25.74,2.03,6.49,55.23,6.37,365.0,Very Poor
1284,Ahmedabad,2018-07-08,47.95,,17.08,151.73,87.48,,17.08,25.91,2.51,4.57,103.81,2.86,336.0,Very Poor
1285,Ahmedabad,2018-07-09,55.91,,19.87,66.69,47.36,,19.87,32.64,1.8,4.73,68.95,1.92,377.0,Very Poor
1286,Ahmedabad,2018-07-10,72.06,,24.72,59.1,47.28,,24.72,32.64,1.26,6.55,29.36,0.75,442.0,Severe
1287,Ahmedabad,2018-07-11,127.23,,29.02,37.32,39.86,,29.02,26.37,0.38,9.88,43.19,1.07,421.0,Severe
1288,Ahmedabad,2018-07-12,127.37,,25.58,40.59,38.89,,25.58,34.39,2.77,9.63,41.09,2.52,428.0,Severe
1289,Ahmedabad,2018-07-13,36.42,,30.52,49.52,46.93,,30.52,37.17,3.29,5.56,58.37,0.65,472.0,Severe
1290,Ahmedabad,2018-07-14,40.97,,29.94,113.8,77.86,,29.94,22.82,3.69,7.93,52.09,0.94,478.0,Severe
1291,Ahmedabad,2018-07-15,33.38,,20.68,62.15,45.75,,20.68,21.06,4.35,4.45,21.03,0.65,422.0,Severe
1292,Ahmedabad,2018-07-16,33.51,,17.84,40.85,33.24,,17.84,28.85,7.95,4.82,20.33,0.65,347.0,Very Poor
1293,Ahmedabad,2018-07-17,29.56,,30.82,74.11,59.15,,30.82,19.34,3.34,8.73,35.82,6.65,461.0,Severe
1294,Ahmedabad,2018-07-18,21.89,,27.75,63.9,51.88,,27.75,16.32,3.02,5.8,30.43,0.65,447.0,Severe
1295,Ahmedabad,2018-07-19,44.87,,31.41,68.29,56.75,,31.41,17.39,3.24,10.48,40.62,0.65,486.0,Severe
1296,Ahmedabad,2018-07-20,33.16,,31.02,54.23,49.6,,31.02,17.09,4.47,11.79,37.99,1.16,510.0,Severe
1297,Ahmedabad,2018-07-21,45.25,,35.01,61.65,56.2,,35.01,23.87,2.96,13.66,45.89,0.9,576.0,Severe
1298,Ahmedabad,2018-07-22,48.95,,25.57,63.01,49.82,,25.57,19.19,2.96,9.86,57.34,1.03,485.0,Severe
1299,Ahmedabad,2018-07-23,42.89,,34.86,51.28,51.03,,34.86,19.96,,8.55,56.71,0.79,488.0,Severe
1300,Ahmedabad,2018-07-24,48.36,,43.24,57.71,60.42,,43.24,21.19,,9.96,55.29,0.79,613.0,Severe
1301,Ahmedabad,2018-07-25,51.7,,39.25,54.05,55.65,,39.25,20.02,,10.25,37.19,0.72,577.0,Severe
1302,Ahmedabad,2018-07-26,43.18,,29.79,51.27,47.24,,29.79,18.21,,6.41,27.58,0.65,474.0,Severe
1303,Ahmedabad,2018-07-27,35.8,,29.72,48.89,46.03,,29.72,19.94,,5.77,26.88,0.65,458.0,Severe
1304,Ahmedabad,2018-07-28,37.76,,23.91,45.39,39.98,,23.91,19.83,,4.59,25.32,0.65,428.0,Severe
1305,Ahmedabad,2018-07-29,38.1,,27.77,47.92,44.1,,27.77,25.27,,4.78,26.7,0.65,429.0,Severe
1306,Ahmedabad,2018-07-30,39.43,,29.96,47.83,45.69,,29.96,24.1,,4.98,28.67,0.65,461.0,Severe
1307,Ahmedabad,2018-07-31,51.78,,28.69,45.29,43.51,,28.69,61.88,,5.42,25.96,0.65,450.0,Severe
1308,Ahmedabad,2018-08-01,63.4,,26.58,48.24,43.36,,26.58,109.6,,5.72,24.87,0.65,453.0,Severe
1309,Ahmedabad,2018-08-02,58.21,,25.51,49.85,43.35,,25.51,106.17,,5.99,28.19,0.65,459.0,Severe
1310,Ahmedabad,2018-08-03,47.83,,25.73,49.36,43.28,,25.73,113.31,3.22,6.3,23.79,0.65,468.0,Severe
1311,Ahmedabad,2018-08-04,53.64,,22.52,52.64,42.05,,22.52,96.72,2.86,4.54,22.09,0.65,424.0,Severe
1312,Ahmedabad,2018-08-05,48.18,,18.31,51.41,38.75,,18.31,104.62,2.81,4.08,19.29,0.65,366.0,Very Poor
1313,Ahmedabad,2018-08-06,56.75,,28.82,59.07,49.74,,28.82,126.12,4.84,5.84,29.82,0.65,465.0,Severe
1314,Ahmedabad,2018-08-07,41.21,,25.18,38.73,37.68,,25.18,83.84,9.92,4.42,26.35,0.65,434.0,Severe
1315,Ahmedabad,2018-08-08,37.33,,29.18,47.75,45.07,,29.18,58.25,6.63,5.0,35.8,0.65,470.0,Severe
1316,Ahmedabad,2018-08-09,28.74,,25.17,45.61,41.03,,25.17,41.84,20.2,5.46,24.83,0.65,455.0,Severe
1317,Ahmedabad,2018-08-10,34.05,,27.58,46.79,43.41,,27.58,29.66,22.77,5.79,24.71,0.65,489.0,Severe
1318,Ahmedabad,2018-08-11,28.94,,21.18,53.02,41.66,,21.18,26.92,16.38,5.76,20.92,0.65,431.0,Severe
1319,Ahmedabad,2018-08-12,25.06,,25.26,54.71,45.54,,25.26,21.64,10.33,4.72,21.53,0.65,402.0,Severe
1320,Ahmedabad,2018-08-13,32.05,,29.19,48.62,45.5,,29.19,42.09,10.76,5.34,21.8,0.65,469.0,Severe
1321,Ahmedabad,2018-08-14,44.02,,30.74,54.33,49.44,,30.74,48.99,7.14,4.95,21.77,0.65,476.0,Severe
1322,Ahmedabad,2018-08-15,48.73,,27.87,47.11,43.78,,27.87,31.19,11.25,5.89,22.14,0.65,459.0,Severe
1323,Ahmedabad,2018-08-16,43.54,,12.25,39.05,28.19,,12.25,43.71,22.45,4.41,19.58,0.65,342.0,Very Poor
1324,Ahmedabad,2018-08-17,28.66,,18.31,55.15,40.57,,18.31,32.57,15.68,4.86,19.27,0.65,311.0,Very Poor
1325,Ahmedabad,2018-08-18,31.01,,26.43,63.76,50.83,,26.43,128.43,18.69,6.33,27.76,3.17,467.0,Severe
1326,Ahmedabad,2018-08-19,33.95,,30.33,67.31,55.47,,30.33,152.48,14.95,8.26,51.62,16.89,429.0,Severe
1327,Ahmedabad,2018-08-20,33.7,,24.01,59.07,46.74,,24.01,156.24,23.59,7.07,31.28,0.65,490.0,Severe
1328,Ahmedabad,2018-08-21,48.21,,29.28,66.43,54.26,,29.28,151.44,13.38,5.93,25.08,0.65,445.0,Severe
1329,Ahmedabad,2018-08-22,40.66,,30.95,61.16,52.93,,30.95,120.48,14.02,5.55,27.97,0.65,499.0,Severe
1330,Ahmedabad,2018-08-23,38.65,,30.68,60.26,52.29,,30.68,146.84,16.31,5.28,28.84,1.07,482.0,Severe
1331,Ahmedabad,2018-08-24,49.47,,34.28,63.28,56.19,,34.28,88.36,13.94,4.75,23.45,0.65,527.0,Severe
1332,Ahmedabad,2018-08-25,33.2,,36.15,56.35,54.46,,36.15,96.68,8.76,4.88,22.06,0.65,556.0,Severe
1333,Ahmedabad,2018-08-26,34.52,,31.19,51.26,48.28,,31.19,66.48,,4.46,19.16,0.65,482.0,Severe
1334,Ahmedabad,2018-08-27,44.57,,33.12,57.85,52.94,,33.12,34.74,,4.75,23.18,1.02,597.0,Severe
1335,Ahmedabad,2018-08-28,58.92,,26.74,67.8,53.03,,26.74,56.88,,4.68,28.77,0.79,491.0,Severe
1336,Ahmedabad,2018-08-29,51.03,,26.37,63.05,50.44,,26.37,49.27,,6.52,26.46,0.65,460.0,Severe
1337,Ahmedabad,2018-08-30,45.77,,33.34,54.56,51.5,,33.34,25.47,,5.48,25.45,0.83,510.0,Severe
1338,Ahmedabad,2018-08-31,38.22,,41.0,60.3,60.01,,41.0,59.94,,6.74,29.19,0.65,623.0,Severe
1339,Ahmedabad,2018-09-01,34.44,,35.18,58.49,54.79,,35.18,85.34,,4.8,25.59,0.65,577.0,Severe
1340,Ahmedabad,2018-09-02,28.8,,28.47,49.07,45.18,,28.47,101.38,,4.38,23.87,0.65,440.0,Severe
1341,Ahmedabad,2018-09-03,,,,,,,,,,,,,,
1342,Ahmedabad,2018-09-04,114.85,,33.16,85.74,66.57,,33.16,28.74,17.57,3.94,16.02,0.65,,
1343,Ahmedabad,2018-09-05,20.8,,26.8,70.32,54.3,,26.8,53.18,22.44,3.94,16.02,0.65,,
1344,Ahmedabad,2018-09-06,22.14,,28.37,68.25,54.47,,28.37,49.31,22.93,3.94,16.02,0.65,520.0,Severe
1345,Ahmedabad,2018-09-07,19.66,,24.39,65.16,49.98,,24.39,56.92,26.6,3.94,16.02,0.65,518.0,Severe
1346,Ahmedabad,2018-09-08,22.3,,34.43,74.87,62.22,,34.43,60.72,,3.94,16.02,0.65,524.0,Severe
1347,Ahmedabad,2018-09-09,22.33,,40.34,74.32,66.36,,40.34,111.98,,3.94,16.02,0.65,576.0,Severe
1348,Ahmedabad,2018-09-10,18.54,,43.81,58.57,61.27,,43.81,102.83,,3.94,16.02,0.65,688.0,Severe
1349,Ahmedabad,2018-09-11,17.91,,32.15,57.3,51.94,,32.15,74.72,,3.94,16.02,0.65,521.0,Severe
1350,Ahmedabad,2018-09-12,16.28,,26.67,57.19,47.8,,26.67,50.26,,3.94,16.02,0.65,447.0,Severe
1351,Ahmedabad,2018-09-13,21.06,,29.17,53.85,48.04,,29.17,65.55,,3.94,16.02,0.65,477.0,Severe
1352,Ahmedabad,2018-09-14,20.82,,31.54,53.22,49.5,,31.54,60.88,,3.94,16.02,0.65,481.0,Severe
1353,Ahmedabad,2018-09-15,18.18,,33.85,62.81,55.9,,33.85,71.39,,3.94,16.02,0.65,500.0,Severe
1354,Ahmedabad,2018-09-16,21.41,,32.1,75.42,60.74,,32.1,73.4,,3.94,16.02,0.65,530.0,Severe
1355,Ahmedabad,2018-09-17,24.51,,34.65,82.95,66.32,,34.65,63.4,,3.94,16.02,0.65,696.0,Severe
1356,Ahmedabad,2018-09-18,28.15,,29.08,88.14,64.7,,29.08,70.24,,3.94,16.02,0.65,580.0,Severe
1357,Ahmedabad,2018-09-19,23.65,,22.79,74.6,53.4,,22.79,65.46,,3.94,16.02,0.65,546.0,Severe
1358,Ahmedabad,2018-09-20,25.32,,38.95,85.39,70.72,,38.95,43.6,,3.94,16.02,0.65,631.0,Severe
1359,Ahmedabad,2018-09-21,25.87,,23.11,100.26,66.16,,23.11,30.28,,3.94,16.02,0.65,876.0,Severe
1360,Ahmedabad,2018-09-22,22.62,,23.36,121.4,76.65,,23.36,42.11,,3.94,16.02,0.65,493.0,Severe
1361,Ahmedabad,2018-09-23,21.12,,22.46,66.12,49.02,,22.46,27.9,,3.94,16.02,0.65,410.0,Severe
1362,Ahmedabad,2018-09-24,21.79,,25.94,63.21,50.19,,25.94,25.39,,3.94,16.02,0.65,398.0,Very Poor
1363,Ahmedabad,2018-09-25,18.87,,27.35,85.35,62.04,,27.35,38.27,,3.94,16.02,0.65,457.0,Severe
1364,Ahmedabad,2018-09-26,22.11,,24.68,100.39,67.38,,24.68,78.83,,3.94,16.02,0.65,428.0,Severe
1365,Ahmedabad,2018-09-27,24.07,,20.32,133.0,80.04,,20.32,45.29,75.33,3.94,16.02,0.65,413.0,Severe
1366,Ahmedabad,2018-09-28,25.9,,40.29,165.62,110.86,,40.29,56.95,37.07,3.94,16.02,0.65,680.0,Severe
1367,Ahmedabad,2018-09-29,29.8,,42.91,169.17,114.54,,42.91,64.17,53.0,3.94,16.02,0.65,787.0,Severe
1368,Ahmedabad,2018-09-30,29.37,,42.88,163.3,111.66,,42.88,60.33,44.38,3.94,16.02,0.65,862.0,Severe
